Date,AIR COMPRESSOR,ALTERNATOR,BATTERY,BRAKE CALIPER,BRAKE PAD,BRAKE ROTOR,CAMSHAFT,CARBERATOR,COIL SPRING,CRANKSHAFT,CYLINDER HEAD,DISTRIBUTOR,ENGINE BLOCK,FUEL INJECTOR,FUSE BOX,Production
2019-06-18,40,22,25,53,81,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-06-19,24,71,0,46,38,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-06-20,82,51,0,30,32,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-06-21,53,23,105,17,25,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-06-22,9,10,64,114,7,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-06-23,110,0,53,95,7,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-06-24,60,56,37,59,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-06-25,31,54,10,22,73,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-06-26,3,4,101,0,69,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-06-27,68,0,76,0,44,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-06-28,35,131,26,0,29,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-06-29,23,114,126,0,12,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-06-30,20,73,111,98,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-07-01,135,44,97,74,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-07-02,98,52,54,51,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-07-03,97,44,11,10,60,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-07-04,71,17,92,0,13,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-07-05,43,145,54,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-07-06,4,132,36,97,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-07-07,111,125,13,89,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-07-08,83,106,95,83,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-07-09,69,89,57,33,139,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-07-10,63,65,38,93,138,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-07-11,26,32,5,63,92,139,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2019-07-12,60,16,0,52,62,116,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-07-13,53,10,89,46,54,108,0,0,0,0,0,0,0,0,0,BATTERY
2019-07-14,30,1,64,40,26,94,70,0,0,0,0,0,0,0,0,CAMSHAFT
2019-07-15,7,88,56,34,12,79,47,0,0,0,0,0,0,0,0,ALTERNATOR
2019-07-16,4,62,15,6,118,44,34,0,0,0,0,0,0,0,0,BRAKE PAD
2019-07-17,103,32,0,0,93,17,12,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-07-18,95,3,133,0,82,5,0,0,0,0,0,0,0,0,0,BATTERY
2019-07-19,80,104,113,0,78,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-07-20,44,77,93,69,72,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-07-21,6,65,90,30,59,123,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2019-07-22,118,48,58,17,31,121,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-07-23,112,13,32,95,0,88,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-07-24,81,5,25,55,58,67,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-07-25,59,2,1,41,58,42,109,0,0,0,0,0,0,0,0,CAMSHAFT
2019-07-26,37,134,0,2,35,13,76,0,0,0,0,0,0,0,0,ALTERNATOR
2019-07-27,29,122,121,0,15,0,53,0,0,0,0,0,0,0,0,BATTERY
2019-07-28,79,81,91,0,0,0,27,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-07-29,40,71,91,86,0,0,5,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-07-30,114,56,65,76,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-07-31,108,53,52,73,135,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-08-01,83,32,23,58,109,115,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2019-08-02,35,128,0,11,81,94,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-08-03,143,98,0,0,41,58,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-08-04,115,66,53,0,0,30,0,0,0,0,0,0,0,0,0,BATTERY
2019-08-05,87,49,40,117,0,1,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-08-06,74,5,67,116,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-08-07,24,97,20,66,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-08-08,12,95,75,58,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-08-09,125,62,65,31,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-08-10,77,45,42,19,96,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-08-11,68,11,81,0,73,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-08-12,31,96,43,0,23,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-08-13,15,55,30,150,6,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-08-14,11,31,23,137,128,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-08-15,95,28,0,137,97,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-08-16,83,125,0,107,85,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-08-17,70,113,136,91,73,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-08-18,43,83,114,81,26,84,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2019-08-19,69,63,68,54,2,75,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-08-20,45,38,50,37,56,59,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-08-21,15,3,79,35,8,56,0,0,0,0,0,0,0,0,0,BATTERY
2019-08-22,137,0,73,24,0,27,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-08-23,135,112,24,23,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-08-24,115,76,14,9,51,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-08-25,93,60,94,0,7,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-08-26,48,35,48,98,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-08-27,40,128,3,93,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-08-28,29,112,137,52,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-08-29,88,74,112,29,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-08-30,47,61,63,62,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-08-31,24,17,21,48,135,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-09-01,13,124,0,2,85,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-09-02,69,83,0,0,64,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-09-03,61,72,139,0,26,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-09-04,22,69,94,76,14,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-09-05,82,66,80,37,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-09-06,70,44,40,22,102,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-09-07,41,2,134,18,69,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-09-08,14,73,125,0,34,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-09-09,13,56,89,145,28,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-09-10,2,23,40,132,16,134,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2019-09-11,146,0,38,125,10,112,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-09-12,113,59,9,103,0,102,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-09-13,81,19,1,61,61,69,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-09-14,33,17,102,23,11,60,0,0,0,0,0,0,0,0,0,BATTERY
2019-09-15,18,86,101,18,0,48,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-09-16,12,67,74,3,100,48,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-09-17,86,38,29,3,100,23,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-09-18,62,118,0,0,72,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-09-19,47,106,82,0,22,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-09-20,5,65,42,108,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-09-21,137,21,18,61,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-09-22,107,20,128,21,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-09-23,91,99,118,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-09-24,75,84,106,54,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-09-25,36,40,90,36,94,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-09-26,17,14,86,28,80,95,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2019-09-27,87,0,66,0,64,85,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-09-28,65,70,25,0,60,49,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-09-29,23,62,20,84,60,31,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-09-30,53,62,9,48,18,27,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-10-01,34,25,3,48,12,86,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2019-10-02,22,102,0,13,0,39,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-10-03,53,87,0,0,0,8,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-10-04,11,41,123,0,0,2,0,0,0,0,0,0,0,0,0,BATTERY
2019-10-05,128,0,120,0,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-10-06,111,138,116,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-10-07,68,99,88,93,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-10-08,41,98,62,58,147,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-10-09,21,76,22,20,140,67,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2019-10-10,135,75,0,0,105,45,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-10-11,86,29,118,0,95,33,0,0,0,0,0,0,0,0,0,BATTERY
2019-10-12,84,96,114,0,54,21,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-10-13,69,59,110,101,31,15,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-10-14,23,27,95,71,55,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-10-15,101,1,49,37,21,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-10-16,81,140,27,20,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-10-17,31,112,27,85,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-10-18,12,87,22,82,85,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-10-19,111,80,0,48,35,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-10-20,98,53,120,23,18,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-10-21,49,14,109,60,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-10-22,14,56,87,19,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-10-23,94,26,57,0,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-10-24,81,10,26,57,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-10-25,47,107,23,10,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-10-26,16,82,139,8,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-10-27,52,64,134,0,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-10-28,13,28,95,134,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-10-29,1,121,81,133,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-10-30,64,101,39,107,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-10-31,33,86,104,72,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-11-01,27,47,88,62,89,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-11-02,3,45,62,54,62,138,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2019-11-03,133,37,50,9,58,137,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-11-04,99,6,4,115,16,106,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-11-05,99,5,149,98,0,76,0,0,0,0,0,0,0,0,0,BATTERY
2019-11-06,88,3,136,88,123,32,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-11-07,50,140,112,64,119,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-11-08,130,95,103,44,105,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-11-09,81,46,79,39,80,147,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2019-11-10,65,12,66,31,73,141,150,0,0,0,0,0,0,0,0,CAMSHAFT
2019-11-11,44,80,22,0,45,95,135,0,0,0,0,0,0,0,0,ALTERNATOR
2019-11-12,13,34,62,0,12,51,106,0,0,0,0,0,0,0,0,BATTERY
2019-11-13,82,0,27,0,0,50,82,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-11-14,49,72,0,0,0,12,79,0,0,0,0,0,0,0,0,ALTERNATOR
2019-11-15,29,57,112,0,0,0,39,0,0,0,0,0,0,0,0,BATTERY
2019-11-16,143,45,88,0,0,0,35,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-11-17,130,34,52,64,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-11-18,87,12,8,63,71,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-11-19,60,146,0,55,45,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-11-20,40,135,112,22,24,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-11-21,26,111,100,21,5,64,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2019-11-22,13,70,90,113,0,54,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-11-23,143,62,55,104,0,23,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-11-24,126,21,53,68,84,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-11-25,91,143,14,48,59,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-11-26,77,110,82,36,44,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-11-27,35,79,70,7,19,98,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2019-11-28,65,49,23,0,3,48,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-11-29,48,20,84,0,0,31,0,0,0,0,0,0,0,0,0,BATTERY
2019-11-30,20,135,40,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-12-01,14,133,8,106,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-12-02,117,109,0,103,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-12-03,68,71,109,86,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-12-04,41,39,77,68,124,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-12-05,6,150,74,36,120,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-12-06,146,150,49,0,112,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-12-07,141,108,40,135,110,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-12-08,111,75,131,131,91,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-12-09,80,48,110,110,76,96,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2019-12-10,55,9,103,106,62,81,75,0,0,0,0,0,0,0,0,CAMSHAFT
2019-12-11,19,81,102,94,25,75,52,0,0,0,0,0,0,0,0,ALTERNATOR
2019-12-12,64,43,98,90,3,70,38,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-12-13,51,12,88,60,50,45,36,0,0,0,0,0,0,0,0,BRAKE PAD
2019-12-14,1,60,79,39,9,0,28,0,0,0,0,0,0,0,0,ALTERNATOR
2019-12-15,83,28,45,14,3,0,4,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-12-16,78,7,34,109,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-12-17,72,145,16,94,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-12-18,61,134,132,59,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2019-12-19,60,95,112,49,64,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-12-20,24,63,66,6,24,137,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2019-12-21,105,61,57,0,12,90,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-12-22,85,16,17,119,0,75,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-12-23,36,83,0,115,0,62,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-12-24,22,77,119,69,0,32,0,0,0,0,0,0,0,0,0,BATTERY
2019-12-25,57,43,96,34,0,13,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-12-26,10,29,48,9,131,13,0,0,0,0,0,0,0,0,0,BRAKE PAD
2019-12-27,57,21,34,0,103,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-12-28,29,87,32,0,73,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2019-12-29,139,55,16,0,53,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2019-12-30,89,14,13,111,27,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2019-12-31,66,137,0,65,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-01-01,30,130,64,56,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2020-01-02,30,120,15,22,132,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2020-01-03,85,94,7,0,113,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-01-04,83,86,60,0,101,0,0,0,0,0,0,0,0,0,0,BATTERY
2020-01-05,34,78,16,58,99,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2020-01-06,83,32,0,15,99,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-01-07,66,60,0,0,85,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-01-08,41,60,66,0,57,0,0,0,0,0,0,0,0,0,0,BATTERY
2020-01-09,29,30,33,145,23,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2020-01-10,20,5,12,127,144,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2020-01-11,3,65,0,111,97,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-01-12,127,53,0,91,61,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-01-13,91,17,132,89,15,0,0,0,0,0,0,0,0,0,0,BATTERY
2020-01-14,60,51,120,48,6,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-01-15,18,3,74,33,54,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2020-01-16,13,90,61,0,27,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-01-17,87,43,26,0,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-01-18,38,21,63,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2020-01-19,8,94,55,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-01-20,1,93,43,129,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2020-01-21,101,63,37,115,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-01-22,90,58,3,114,108,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2020-01-23,54,14,78,101,87,0,0,0,0,0,0,0,0,0,0,BATTERY
2020-01-24,53,10,65,95,42,124,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2020-01-25,20,125,45,88,11,111,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-01-26,64,75,16,72,0,71,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-01-27,49,47,13,70,103,48,0,0,0,0,0,0,0,0,0,BRAKE PAD
2020-01-28,10,34,56,42,54,24,0,0,0,0,0,0,0,0,0,BATTERY
2020-01-29,3,31,16,6,38,11,117,0,0,0,0,0,0,0,0,CAMSHAFT
2020-01-30,3,100,0,5,1,0,71,0,0,0,0,0,0,0,0,ALTERNATOR
2020-01-31,89,62,0,0,0,0,31,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-02-01,88,18,93,0,0,0,6,0,0,0,0,0,0,0,0,BATTERY
2020-02-02,47,87,67,0,0,0,2,0,0,0,0,0,0,0,0,ALTERNATOR
2020-02-03,20,55,56,53,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2020-02-04,2,46,12,9,142,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2020-02-05,93,37,0,0,127,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-02-06,53,23,74,0,82,0,0,0,0,0,0,0,0,0,0,BATTERY
2020-02-07,27,113,46,0,50,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-02-08,105,112,0,0,42,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-02-09,81,108,98,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2020-02-10,47,100,92,82,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2020-02-11,13,54,70,63,74,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2020-02-12,131,50,33,36,38,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-02-13,114,42,81,0,24,0,0,0,0,0,0,0,0,0,0,BATTERY
2020-02-14,93,33,78,130,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2020-02-15,68,82,78,95,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-02-16,41,70,30,73,99,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2020-02-17,24,35,10,52,79,51,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2020-02-18,53,31,0,35,58,3,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-02-19,32,12,102,0,10,0,0,0,0,0,0,0,0,0,0,BATTERY
2020-02-20,12,123,67,0,6,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-02-21,11,86,63,107,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2020-02-22,3,73,49,75,105,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2020-02-23,122,66,13,70,58,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-02-24,115,32,123,69,30,0,0,0,0,0,0,0,0,0,0,BATTERY
2020-02-25,66,26,102,35,10,88,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2020-02-26,39,26,80,3,61,66,0,0,0,0,0,0,0,0,0,BRAKE PAD
2020-02-27,66,0,59,0,34,56,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-02-28,25,73,12,0,33,20,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-02-29,136,67,4,0,23,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-03-01,91,50,126,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2020-03-02,59,3,79,57,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2020-03-03,55,62,63,17,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-03-04,46,48,40,4,68,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2020-03-05,3,55,21,0,26,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-03-06,60,51,12,0,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-03-07,50,36,105,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2020-03-08,23,91,104,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-03-09,12,54,57,110,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2020-03-10,53,8,41,91,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-03-11,53,103,38,76,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-03-12,19,102,112,39,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2020-03-13,1,71,73,50,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2020-03-14,51,43,38,3,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-03-15,9,63,0,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-03-16,8,35,90,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2020-03-17,90,30,55,0,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-03-18,76,135,35,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-03-19,74,110,11,103,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2020-03-20,61,64,61,94,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2020-03-21,50,39,41,79,100,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2020-03-22,40,70,21,61,58,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-03-23,32,46,86,23,48,0,0,0,0,0,0,0,0,0,0,BATTERY
2020-03-24,7,28,51,94,7,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2020-03-25,137,0,27,48,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-03-26,113,94,20,32,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-03-27,101,60,14,1,112,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2020-03-28,100,37,3,113,102,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2020-03-29,55,33,139,106,81,0,0,0,0,0,0,0,0,0,0,BATTERY
2020-03-30,47,29,90,86,52,135,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2020-03-31,33,104,69,57,41,127,0,0,0,0,0,0,0,0,0,ALTERNATOR
2020-04-01,19,95,19,32,13,122,149,0,0,0,0,0,0,0,0,CAMSHAFT
2020-04-02,12,63,71,11,0,109,147,0,0,0,0,0,0,0,0,BATTERY
2020-04-03,8,24,33,133,0,106,143,0,0,0,0,0,0,0,0,BRAKE CALIPER
2020-04-04,4,129,20,120,0,104,115,0,0,0,0,0,0,0,0,ALTERNATOR
2020-04-05,135,116,1,90,0,56,107,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2020-04-06,124,113,71,41,0,30,87,0,0,0,0,0,0,0,0,BATTERY
2020-04-07,116,105,31,15,89,0,63,0,0,0,0,0,0,0,0,BRAKE PAD
2020-04-08,80,99,20,61,89,0,23,0,0,0,0,0,0,0,0,BRAKE CALIPER
2020-04-09,32,83,130,61,39,0,22,0,0,0,0,0,0,0,0,BATTERY
